id,Title,Address,Phone,Email,Web,Schedule,About,Image,Reviews_number
47,Djoniba Dance Centre,"126 E 13th St, New York, NY 10003",(212) 470-5929,NULL,djoniba.com,"Mon 12:00 pm - 9:30 pm;
Tue 12:00 pm - 9:30 pm;
Wed 12:00 pm - 9:30 pm;
Thu 12:00 pm - 9:30 pm;
Fri 12:00 pm - 9:30 pm;
Sat 12:00 pm - 9:30 pm;
Sun 12:00 pm - 7:30 pm","Djoniba Dance Centre, facebkdjonibacentre, is a pioneer in providing a great fitness alternative to gyms, for working out, losing weight and having fun. Heart-pumping ninety-minute classes combine stretching, strengthening and sculpting warm-ups followed by exciting ethnic/African-based dance steps to the sound of live drums. Since 1992, it's been internationally known as one of the best cultural dance centers with a vast array of classes, including African, Caribbean, Brazilian, Haitian, Cuban and more. Djoniba Centre's staff boasts some of the most renowned master dance teachers and top drummers in the world. Teachers make it easy for everyone to learn in a noncompetitive, friendly environment for people of all ages and levels, from absolute beginners to advanced dancers.
Djoniba Dance &amp; Drum Centre was founded in 1992 by the internationally-acclaimed dancer, drummer, musical composer and choreographer Djoniba Mouflet. DDDC was the first school in the USA to offer the best variety of African-based dance classes as well as Ballet, Jazz, Hip Hop, Belly dance and other dance forms. In 1992 The school was located in its own 9000 square foot space on 18th street with 4 studios and a recording studio, an african import store, offering hundreds of dance classes for adults and children with more than 200 renowned teachers. The DDC Kids Scholarship Fund has provided free dance and drumming classes to more than 1,500 children from low-income families.  In 2010, DDDC moved to Peridance Centre's new state of the art space on 13th street.  Djoniba Centre has earned numerous awards, including Best Dance Studio and Best School of the Year by The Village Voice, New York Magazine, Time Out NY and AM New York. It's been featured on CNN, ABC News, and in The NY Times",https://s3-media0.fl.yelpcdn.com/bphoto/JbR6HzSIJ3abXxF-g0wR_w/l.jpg,28
48,Rising Star Enterprises For Well-Being,"New York, NY 10009",(646) 921-7912,NULL,risingstarenterprisesforwellbe…,,"Start Your Journey Toward Optimum HealthJoin Our Fitness Community whereby I continue to give advice Of setting up fitness routines, daily nutritional advice, and motivational speaking giving you the tools for a healthy lifestyle while striving to live your dreams. Be part of our fitness community enjoying the relevance of having an angel on your shoulder for health and prosperity.Being a Patron for $129.00 per month joining the Rising Star Fitness club your Benefits include:  1.  Live chatroom with other fitness professional Dean Curry discussing lifestyle aspirations2.  1 hr of live Skype per month discussing fitness routines, nutrition and motivation3. 3 emails per month discussing with strategy fitness routines, nutrition and motivation 4. special in depth secret videos discussing effective strategies for healthy living
Started in 1995, this health service has grown into a multi faceted sports management company offering extensive personal training, diverse massage therapy, comprehensive nutritional advice, inspirational motivational speaking and broad-based podcasting/blogging both in health/fitness as well as American football analysis",https://s3-media0.fl.yelpcdn.com/bphoto/aPy1pg0UD6cNKHyFkqxgCA/l.jpg,0
51,Jfit Personal Training,"Manhattan, NY 10003",(779) 669-1859,NULL,,,,,0
52,Belly Dance Classes with Azza Amon,"126 E 13th St, Djoniba Dance Center, Manhattan, NY 10003",(646) 456-4406,NULL,,"Mon Closed;
Tue 6:00 pm - 8:00 pm;
Wed Closed;
Thu Closed;
Fri Closed;
Sat Closed;
Sun Closed","Established in 1990.Azza has taught Belly Dance in New York, Tokyo, Singapore and Hong Kong. She has taught for Djoniba Dance Center, at several locations for 5 years. She received an Outstanding Achievement Award for teaching from Djoniba Dance Center in 2007.Azza is currently teaching private and group lessons by appointment only. Check back or email her for information about up and coming group classes.Teaching traditional and authentic Egyptian and Turkish belly dance, making it accessible to all types of people and bodies, expanding an understanding of the amazing art form. This dance form is fabulous for all body types and can tone and develop over all conditioning, including balance and coordination.
Azza has taught Belly Dance in New York, Tokyo, Singapore and Hong Kong. She has taught for Djoniba Dance Center, at several locations for 5 years. She received an Outstanding Achievement Award for teaching from Djoniba Dance Center in 2007",https://s3-media0.fl.yelpcdn.com/bphoto/x3K8kKVNxRz3LBuxHiTeVg/l.jpg,0
54,Gentle Marvin Yoga,"123 4th Ave, New York, NY 10003",(347) 406-4365,NULL,,"Mon Closed;
Tue 5:30 pm - 6:30 pm;
Wed Closed;
Thu 5:30 pm - 6:30 pm;
Fri Closed;
Sat Closed;
Sun Closed","1 hour Gentle yoga for all ages , all levels . Marvin has 25 years of teaching experience .
",https://s3-media0.fl.yelpcdn.com/bphoto/8R86oIEqcuCbqJeub8gvPw/l.jpg,0
55,BAILA Society,"126 E 13th St, New York, NY 10003",(888) 699-8909,NULL,bailasociety.com,"Mon 7:00 pm - 9:00 pm;
Tue 7:00 pm - 9:00 pm;
Wed Closed;
Thu Closed;
Fri 7:00 pm - 9:00 pm;
Sat 3:00 pm - 7:00 pm;
Sun Closed","BAILA Society (BASo) instructs NY Salsa in New York City and around the world. Teaching absolute beginners and professional dancers, classes include footwork, partnerwork,styling/spinning, performance technique,dance/music theory, Latin culture and history, as well as stretching and conditioning. The company's professional team has toured in Asia, Europe, Latin America and across the United States and regularly hosts charity fundraisers to promote the art form and raise money for charitable organizations.BAILA Society in New York partners with Peridance, one of the premier ballet and modern dance companies to bring NY Salsa to the classical dance world and codify its techniques to certify dance schools around the world in the BASo teaching methodology.
",https://s3-media0.fl.yelpcdn.com/bphoto/Uk7qRwJ9FWy4Pd26WbzAYw/l.jpg,10
56,Neko Yoga,"123 4th Ave, Fl 2, New York, NY 10003",(929) 462-4111,NULL,nekoyoga.com,"Mon 8:00 am - 8:00 pm;
Tue 8:00 am - 8:00 pm;
Wed 8:00 am - 8:00 pm;
Thu 8:00 am - 8:00 pm;
Fri 8:00 am - 8:00 pm;
Sat 8:00 am - 8:00 pm;
Sun 8:00 am - 8:00 pm",,,0
57,Danspace Project,"131 E 10th St, New York, NY 10003",(212) 674-8112,NULL,danspaceproject.org,,,,1
59,Akasha Studio,"54 Great Jones St, Fl 2, New York, NY 10012",(212) 254-2270,NULL,akashaproject.org,,,,0
60,The Allongée Technique,"12 St Mark's Pl, 4F, New York, NY 10003",(215) 733-0777,NULL,allongeetechnique.com,,,,0
61,Grayce Self Defense,"123 4th Ave, New York, NY 10003",(347) 393-1841,NULL,grayceselfdefense.wix.com/gsd,,,,0
62,Noonan Personal Training,"New York, NY 10003",(917) 975-6429,NULL,noonanpt.com,,"Do you want to change the way you look and feel? Then look no further. At home personal training is the way to go. Ron will help you achieve your goals and look at life in a more positive way. All necessary equipment is provided: step up platform, bosu ball, physio ball, elastic bands, light weights, mat, and boxing equipment. If you have a gym in your building, we can most certainly use that also. Outdoor training is available, weather permitting. Did you know that 40% of gym members stop going after 3 months? That is an industry fact. Most people don't see the results they are looking for, become uncomfortable with the gym atmosphere, or feel cheated by club management. At home personal training provides a safe and comfortable way to  concentrate on your exercises (instead of worrying about someone else watching you). No drill sergeant here. You will actually learn and perform your exercises CORRECTLY. You will maintain you new physic easily and minimize stress on your body.
2005 started part time while I continued my education.2008 started working with a Health Counselor and worked full time",,0
63,Unique  palm readings,"149 Avenue C, New York, NY 10009",(646) 559-8944,NULL,uniqueyoga.business.site,"Mon 12:00 pm - 3:00 am;
Tue 12:00 pm - 3:00 am;
Wed 12:00 pm - 3:00 am;
Thu 12:00 pm - 3:00 am;
Fri 12:00 pm - 3:00 am;
Sat 12:00 pm - 3:00 am;
Sun 12:00 pm - 3:00 am","Unique wellness center  Our Estheticians specialize inTarot Card readings Hand writing analyst Chakra healing  Wellness nutrition Skin care customize aromatherapy Body treatment Spiritual direction Anti-aging program Adolescent Correct Care career coaching  gift certificates and annual Packages are available   First consultation is free  Palm reading $5  tarot card reading full deck $10  Full life reading $15
",https://s3-media0.fl.yelpcdn.com/bphoto/MZ-nI_Ckf6E8U1xSOm4-6g/l.jpg,0
64,Myoku Center,"62 East 4th St, Fl 5, Manhattan, NY 10003",(212) 674-9066,NULL,myokucenter.com,,"A Zen mind-body training through martial arts for empowerment in life. We specialize in martial arts training, meditation, and spiritual training.  We provide Karate workshops to empower the mind-body.
Myoku developed from the wonderful training of kyokushin which is the strongest form of karate in its techniques and applications of them.  But through her personal experience, spiritual development in Zen practice, and her training in internal arts (tai chi, ba gua), Viviane created her own style called Myoku, which is a mind-body and spirit training through martial arts that opens you to a new reality of the NOW (how you think/view yourself and experience life).  Myoku is then a physical training, a spiritual journey and a vision for humanity through the martial arts",https://s3-media0.fl.yelpcdn.com/bphoto/N1x8eRH5fuKEUI1T779zEA/o.jpg,0
65,Blink Fitness,"98 Avenue A, New York, NY 10009",(212) 202-3300,NULL,blinkfitness.com,,"To protect the health of our employees &amp; members, this Blink Fitness location is temporarily closed. In the meantime, workout with us for FREE using the Blink app. The Blink app works with partners like Daily Burn, Aaptiv, Gaiam, Shape and more to curate highly engaging content relevant to all fitness journeys. You can download the Blink App on the Apple App Store or the Google Play Store.Blink Fitness is a premium gym at an affordable price, starting as low as $28/month. Blink is located one block away from Tompkins Square Park, off Avenue A and between 6th and 7th Street in downtown Manhattan. With over 100 locations nationwide, Blink offers state-of-the-art cardio, strength, and functional equipment, along with an energizing space and enthusiastic staff because exercise isn't just about how it makes you look, but also how it makes you feel. Stop by Blink East Village in New York City for a tour.
We were founded by the world leader in the luxury fitness segment. Back then, the value of high-volume, low-priced gyms was good, but the experience typically was not. Fueled by a tea with extensive industry knowledge, Blink became the solution gym-goers were looking for",https://s3-media0.fl.yelpcdn.com/bphoto/MNFmCTea3-TIrfLkuVfvuQ/l.jpg,74
66,Crunch Fitness - Bowery,"2 Cooper Sq, New York, NY 10003",(212) 614-0120,NULL,crunch.com,,"Crunch gym in New York, NY fuses fitness &amp; fun through awesome group fitness classes, miles of cardio, top-notch equipment, and personal training, all in month-to-month memberships!
Of all the great histories of all the great health clubs, Crunch's begins rather inauspiciously: in a basement level aerobics studio in New York City's East Village circa 1989. This, our first location, had no locker rooms, the air conditioning didn't work and after hours break-ins were perennial events.Fast forward nearly twenty years to the present and Crunch has grown from that one tiny aerobics studio with no air conditioning into a collection of 31state-of-the-art gyms in locations such as Los Angeles, San Francisco, Miami and, of course, New York (and more to come). It stands as a rapidly growing brand that fuses fitness and entertainment to make working out fun, bringing a host of unique services and products to our active and expanding clientele",https://s3-media0.fl.yelpcdn.com/bphoto/SiITNvRh6UzS6mvK6Yge_g/l.jpg,114
67,Community Access,"504 E 12th St, New York, NY 10009",(212) 780-1478,NULL,,,,,0
68,The Bhakti Center,"25 First Ave, New York, NY 10003",(212) 533-4842,NULL,bhakticenter.org,"Mon Closed;
Tue 2:00 pm - 10:00 pm;
Wed 2:00 pm - 10:00 pm;
Thu 2:00 pm - 10:00 pm;
Fri 2:00 pm - 10:00 pm;
Sat 11:00 am - 10:00 pm;
Sun 11:00 am - 5:00 pm",,,1
69,Physique Swimming,"Village East Swim Club, 720 East 11th St, New York, NY 10009",(212) 725-0939,NULL,physiqueswimming.com,"Mon 8:00 am - 8:00 pm;
Tue 8:00 am - 8:00 pm;
Wed 8:00 am - 8:00 pm;
Thu 8:00 am - 8:00 pm;
Fri 8:00 am - 8:00 pm;
Sat 8:00 am - 8:00 pm;
Sun 8:00 am - 8:00 pm",,https://s3-media0.fl.yelpcdn.com/bphoto/NgLs2Gq_PcrZCrzaVibN4Q/l.jpg,0
70,New York Jidokwan Taekwondo,"62 E 4th St, New York, NY 10003",(917) 304-3007,NULL,nyjdk.com,"Mon 5:00 pm - 9:00 pm;
Tue 5:00 pm - 9:00 pm;
Wed Closed;
Thu 5:00 pm - 9:00 pm;
Fri Closed;
Sat Closed;
Sun Closed",,https://s3-media0.fl.yelpcdn.com/bphoto/7lY4Nw-hN61k4bnW7ynUFQ/o.jpg,0
72,Matrix Fitness,"94 E 4th St Frnt, New York, NY 10003",(212) 353-8677,NULL,,,,,0
74,PrimoFit,"New York, NY 10009",(516) 398-2228,NULL,,"Mon 8:00 am - 8:00 pm;
Tue 8:00 am - 8:00 pm;
Wed 8:00 am - 8:00 pm;
Thu 8:00 am - 8:00 pm;
Fri 8:00 am - 8:00 pm;
Sat Closed;
Sun 8:00 am - 8:00 pm","personal training, group fitness, nutrition, yoga
We started with the need to help serve our community by creating a welcoming space for people looking to live their healthiest life possible.  We are firm believers that long-term, sustainable results derive from making fitness and wellness a lifelong commitment.  That is why we specifically tailor and monitor programs so that every personalized training session builds on itself.  Our training technique and philosophy allows each client to elevate their level of fitness through specific exercise protocols in a comfortable, safe, and effective way",https://s3-media0.fl.yelpcdn.com/bphoto/Q0H2ZSkRLbi8b4bn4dG2NA/l.jpg,0
75,Taoist Arts Center,"342 E 9th St, Basement, New York, NY 10003",(212) 477-7055,NULL,taoist-arts.com,"Mon Closed;
Tue 7:00 pm - 9:00 pm;
Wed Closed;
Thu 7:00 pm - 9:00 pm;
Fri Closed;
Sat Closed;
Sun Closed",,https://s3-media0.fl.yelpcdn.com/bphoto/ZhxaxEk1rZc3rF00uF2g7w/o.jpg,0
76,Dolphin Fitness Club,"18 Avenue B, New York, NY 10009",(212) 777-0646,NULL,,,,,0
77,Free Capoeira Angola,"E 7 St A Ave, New York, NY 10009",,NULL,,"Mon Closed;
Tue Closed;
Wed Closed;
Thu Closed;
Fri Closed;
Sat Closed;
Sun 4:00 pm - 6:00 pm",,https://s3-media0.fl.yelpcdn.com/bphoto/f9X7pUcoX4rtgXyiWyvRzw/o.jpg,0
78,Alpha Omega Theatrical Dance Company,"70 E 4th St, Lwr Lvl, New York, NY 10003",(212) 749-0095,NULL,alphaomegadance.org,,"A nice range of classes in dance, fitness and wellness. Visit this welcoming environment that offers Yoga, Pilates, Zumba, Ballet, Theatre Dance, Graham Technique, Martial Arts, Salsa, and Argentine Tango.
This brand new studio opened in the summer of 2016 with a range of classes for the general public. Designed as a welcoming and warm environment, the space is an incubator for creativity as well as a haven for arts learning, Dance training, fitness and wellness. Check back often for added classes, workshops, and performances",https://s3-media0.fl.yelpcdn.com/bphoto/JXYMKqEXZ6mZOHlgeZxs9A/l.jpg,1
